TIME,Min,Max,Stdev,Mean,Median
1898-10-01,-52.56,210.83,33.0029282662481,48.55206030150756,53.73
1899-10-01,-54.8325,206.0558333333333,31.852231907815597,43.12026381909546,44.712500000000006
1900-10-01,-65.99249999999999,220.32666666666668,35.76935225203553,41.24949539363484,45.3675
1901-10-01,-74.35083333333331,221.18416666666667,38.471210777391185,37.6514698492462,41.91250000000001
1902-10-01,-82.98833333333333,218.365,40.57166223372296,34.676616415410415,39.51
1903-10-01,-89.315,220.1433333333333,42.60798971500114,32.72242462311553,36.99666666666666
1904-10-01,-95.29,224.4466666666667,44.84036022570015,31.07607202680068,36.220000000000006
1905-10-01,-100.54583333333336,229.61666666666667,47.21067176352477,30.763255862646584,37.95916666666667
1906-10-01,-100.17833333333334,241.99833333333336,49.138670548103505,35.11895728643217,46.056666666666665
1907-10-01,-99.34166666666664,248.81416666666664,50.09497203999052,36.16442839195981,46.30500000000001
1908-10-01,-104.77166666666668,249.4050000000001,51.450171928274756,33.482694723618096,42.665
1909-10-01,-110.2675,244.53250000000003,52.24290830685903,30.57804648241209,39.31416666666667
1910-10-01,-113.15916666666668,248.91666666666663,53.484845409331086,30.70639028475711,40.65333333333333
1911-10-01,-118.18916666666664,252.1808333333333,55.006374163232806,28.73936976549409,37.15083333333333
1912-10-01,-126.44833333333334,243.8166666666667,55.90967095911193,23.85753978224456,30.118333333333336
1913-10-01,-133.41083333333333,238.46333333333328,57.062007685919944,22.405148659966525,32.595
1914-10-01,-134.9325,247.08499999999995,58.40207163225786,24.8967525125628,37.97083333333333
1915-10-01,-136.60083333333333,253.5300000000001,59.922612454544726,27.448927973199325,42.44416666666667
1916-10-01,-140.10833333333332,250.08916666666667,60.504056653926746,25.651934673366853,39.795
1917-10-01,-145.82999999999998,248.9975,61.15353601950041,22.176105527638192,34.50416666666666
1918-10-01,-151.1975,242.90250000000003,61.69010654107762,19.564547738693495,30.63
1919-10-01,-158.1916666666667,235.34833333333336,62.34626164857488,15.395255443886079,24.2225
1920-10-01,-165.0341666666667,234.0525,63.54076475703036,13.28002093802347,22.786666666666672
1921-10-01,-169.74666666666664,234.9558333333333,64.64845963141407,12.269568676716952,22.4675
1922-10-01,-174.66833333333332,233.66333333333327,65.72451496570545,10.862778475711915,21.423333333333336
1923-10-01,-180.8975,228.55666666666664,66.26153234255226,6.91902638190951,14.325000000000005
1924-10-01,-187.825,219.8258333333333,66.94248365289349,2.3175816582914623,8.558333333333332
1925-10-01,-193.7333333333333,216.4025,67.78685930434182,-0.6659443048576076,5.676666666666667
1926-10-01,-201.51666666666668,212.775,69.08844943217109,-2.644690117252924,6.225833333333333
1927-10-01,-208.90916666666664,209.2083333333333,70.15381069706274,-5.623921691792295,1.895833333333334
1928-10-01,-218.80666666666664,204.0016666666667,71.20095605026783,-11.938205611390268,-6.107500000000001
1929-10-01,-226.56,198.07916666666665,71.9718980581816,-16.71404103852597,-10.8225
1930-10-01,-235.97,191.22166666666664,72.62979679584723,-22.735795644891102,-16.982499999999998
1931-10-01,-245.70500000000007,182.18666666666664,73.33557307213458,-28.40866415410386,-21.929166666666664
1932-10-01,-254.44083333333333,182.94166666666663,74.93160421293551,-32.38179438860973,-26.299166666666665
1933-10-01,-262.0716666666667,179.2025,75.79761388795767,-37.341092964824114,-31.613333333333333
1934-10-01,-268.27583333333337,171.1191666666667,76.04678888300685,-42.0332056113903,-36.02333333333333
1935-10-01,-270.9866666666667,177.92,77.49100407553406,-41.85720477386932,-34.700833333333335
1936-10-01,-272.9533333333333,185.56666666666663,79.03732445630021,-41.36427345058624,-31.063333333333336
1937-10-01,-273.0841666666667,196.76,80.71937178422834,-39.30981574539363,-25.88083333333333
1938-10-01,-275.11999999999995,198.22916666666663,81.0479181307035,-40.82986180904522,-30.4
1939-10-01,-278.32250000000005,193.35083333333333,81.32420526582507,-44.02601968174206,-37.265833333333326
1940-10-01,-276.055,199.62833333333333,82.36137288684425,-39.77731783919597,-25.925833333333333
1941-10-01,-271.7366666666667,215.85,83.91380452880372,-32.552292713567844,-11.226666666666668
1942-10-01,-271.0008333333334,218.7933333333333,84.22227937503588,-31.68233668341708,-11.815
1943-10-01,-271.5933333333333,215.75333333333336,83.76022380242087,-33.9712311557789,-20.445833333333333
1944-10-01,-274.17,211.2033333333333,83.68064153111959,-37.00283082077051,-27.2825
1945-10-01,-277.12166666666667,208.82,83.97516477383446,-39.801899078726976,-32.858333333333334
1946-10-01,-280.9941666666667,201.50083333333336,84.19500893826459,-44.06460636515911,-39.39583333333333
1947-10-01,-287.18083333333334,195.48916666666665,85.02154424934072,-48.29706448911223,-44.54833333333334
1948-10-01,-295.9291666666667,187.84916666666663,85.4077077450965,-53.465615577889416,-50.29
1949-10-01,-305.87583333333333,179.0641666666667,85.8887904039164,-58.99523450586263,-56.03916666666667
1950-10-01,-312.4983333333334,185.2683333333333,88.15968634561722,-57.360071189279715,-49.07666666666668
1951-10-01,-314.1958333333334,191.8908333333333,89.3735213228521,-56.25739740368507,-45.5075
1952-10-01,-315.2625,194.9908333333333,89.6159449544573,-58.17223199329984,-50.99333333333334
1953-10-01,-318.36833333333334,188.88916666666668,89.5301047442189,-62.53342336683419,-58.29416666666666
1954-10-01,-322.5183333333334,183.4658333333333,89.78523028149175,-66.35787688442207,-62.65749999999999
1955-10-01,-325.68083333333334,188.35666666666663,91.56357122883877,-64.23375209380238,-52.99916666666666
1956-10-01,-326.7658333333334,192.22333333333336,92.02196451503555,-64.77181323283084,-54.5875
