TIME,Baseline,Initial,Intermediate,Robust
1899-09-30,92.98879530093,92.98879530093,92.98879530093,92.98879530093
1900-09-30,94.41611007011998,94.37547477420001,94.37547477420001,94.37547477420001
1901-09-30,93.29356002032999,92.57228351775001,89.97670399085999,88.9912980648
1902-09-30,94.13166299868,93.49165708794001,91.30750993224,90.37797753807
1903-09-30,94.16721888260999,93.51705414789001,91.61227465164,90.77417167329001
1904-09-30,93.66435709560001,92.92276294505999,91.23131875239001,90.47956577787
1905-09-30,93.5119747359,92.68403058153,90.82496579318999,90.12908635056
1906-09-30,91.39385993607,90.33226283016,88.65097746146999,87.26429798820001
1907-09-30,88.61034216555,87.11699504049,84.87189494091,82.90108308879
1908-09-30,88.30557744614998,86.58365678154,84.16585667429999,82.17472717422
1909-09-30,88.51383333773998,86.88334208895002,84.25728609011999,82.47441248163001
1910-09-30,89.17415689644001,87.57414211958998,85.15126260036,83.51569193957998
1911-09-30,87.5690627076,85.43063025980999,82.26107717805,79.13215939221
1912-09-30,88.39192744997999,86.27381265014999,82.78425661302,79.97534178254999
1913-09-30,90.48464518986,88.45795980585,85.25285084016001,82.73854190510998
1914-09-30,89.65670103548999,87.58430094357001,84.59252728146,82.31695070994
1915-09-30,88.07192449461,85.62364791542998,82.65219190128,79.93470648663
1916-09-30,87.59445976754999,84.81602140902,80.32074179787,77.15118871610998
1917-09-30,87.90938331093001,85.29856554807,81.22995654407998,78.33977112177
1918-09-30,89.02685394873,86.51254501367998,82.65219190128,79.98042119453999
1919-09-30,90.60655107762,88.13287743849,84.5214155136,81.99186834257999
1920-09-30,92.04402467079,89.62114515156,86.21285970627,83.810297835
1921-09-30,92.20148644248002,89.42812749594,85.81666557105,82.75378014107999
1922-09-30,93.03958942083,90.1087687026,86.08587440652,83.03314780053
1923-09-30,92.77038058536,89.86495692707999,86.06555675855999,83.21600663217001
1924-09-30,95.10691010075999,92.31831291825,88.71700981733999,86.01476263866
1925-09-30,95.94501307911,93.14117766062999,89.69225691942002,87.10683621650999
1926-09-30,97.72788668759998,94.985004213,91.65290994755999,89.17415689644001
1927-09-30,99.22123381266,96.50374839801,93.27832178436,90.88083932507999
1928-09-30,101.00410742114998,98.30693965445998,95.12214833673,92.75514234939001
1929-09-30,103.01555456919002,100.35394268642997,97.27073960850001,94.97992480100999
1930-09-30,104.78826935369999,102.13681629492001,99.12472498485,96.89486312123998
1931-09-30,109.17180190107001,106.53050766626998,103.60984577202,101.49173097219001
1932-09-30,110.84800785777,108.18639597501,105.30128996469,103.24920752073
1933-09-30,112.49881675451999,109.88799899166,107.06384592522001,105.05747818917
1934-09-30,115.45503453270001,112.84421676984,110.08101664728001,108.12036361914002
