TIME,Baseline,Initial,Intermediate,Robust
1899-09-30,32.731730863559996,32.731730863559996,32.731730863559996,32.731730863559996
1900-09-30,31.212986678550006,31.187589618599997,31.187589618599997,31.187589618599997
1901-09-30,29.313286594290002,28.937410107029997,27.469460041919998,26.793898247250002
1902-09-30,30.53742488388,30.258057224430004,29.196460118519997,28.67836009554
1903-09-30,30.740601363480003,30.506948411940005,29.658686609609997,29.22693659046
1904-09-30,30.40028076015,30.16154839662,29.501224837920002,29.15074541061
1905-09-30,30.689807243580002,30.44091605607,29.755195437419996,29.460589541999997
1906-09-30,28.84090127922,28.510739499870002,27.987560064900002,27.34755415416
1907-09-30,26.235162928349997,25.70690408139,24.807848159160002,23.93418929688
1908-09-30,27.72851005341,27.169774734510003,26.25548057631,25.534204073730002
1909-09-30,28.876457163149997,28.40915126007,27.464380629929998,26.88024825108
1910-09-30,29.877101325180003,29.460589541999997,28.632645387629996,28.10946595266
1911-09-30,28.43962773201,27.779304173310003,26.570404119689996,25.20404229438
1912-09-30,29.82122779329,29.21677776648,27.911368885049995,26.865010015110006
1913-09-30,31.441560218099998,30.908221959149998,29.77043367339,28.845980691210002
1914-09-30,29.90757779712,29.38439836215,28.42946890803,27.64216004958
1915-09-30,27.494857101870007,26.78881883526,25.86944526507,24.848483455080004
1916-09-30,27.870733589129998,27.027551198790004,25.14816876249,24.000221652750003
1917-09-30,28.82566304325,28.12978360062,26.580562943669996,25.605315841589995
1918-09-30,30.0701189808,29.430113070060003,28.012957124849997,27.113901202620003
1919-09-30,30.811713131339996,30.19202486856,28.912013047080002,28.06883065674
1920-09-30,31.629498461730005,31.0352072589,29.85170426523,29.05931599479
1921-09-30,31.39584551019,30.64409253567,29.364080714190003,28.19581595649
1922-09-30,31.42124257014,30.65425135965,29.22693659046,28.145021836589997
1923-09-30,30.506948411940005,29.785671909359998,28.57169244375,27.657398285550002
1924-09-30,32.58442791585,31.91902494516,30.76599842343,29.897418973140002
1925-09-30,32.71649262759,32.03585142093,30.928539607109997,30.105674864730005
1926-09-30,33.80348679345,33.143163234750006,32.071407304859996,31.27901903442
1927-09-30,34.143807396780005,33.48856325007001,32.45236320411,31.68537199362
1928-09-30,34.82952801542999,34.17936328071001,33.163480882710004,32.41172790819
1929-09-30,36.10446042492,35.46445451418,34.47396917613,33.74761326156
1930-09-30,36.75970457163,36.10446042492,35.14445155880999,34.4384132922
1931-09-30,38.88289878345,38.24289287271,37.323519302520005,36.673354567800004
1932-09-30,39.05051937912,38.40543405639,37.51653695814,36.891769283369996
1933-09-30,39.89370176946,39.27401350667999,38.41051346838,37.80606344157001
1934-09-30,41.336254774619995,40.711487099850004,39.878463533490006,39.29433115464
1935-09-30,41.199110650890006,40.564184152139994,39.76163705772001,39.19782232683
1936-09-30,39.878463533490006,39.10131349902,37.99908109718999,36.62256044789999
1937-09-30,39.45179292633,38.598451712010004,37.53177519411,36.19081042875
