TIME,Baseline,Initial,Intermediate,Robust
1938-09-30,36.79018104357,35.9622368892,34.966672139159996,33.51903972200999
1939-09-30,39.0606782031,38.278448756639996,37.3336781265,36.068904540990005
1940-09-30,39.035281143149994,38.25813110867999,37.364154598439995,36.24668396064
1941-09-30,34.590795651899995,33.671422081710006,32.52855438396,31.309495506359998
1942-09-30,34.23523681260001,33.13300441077,30.720283715519997,29.55709836981
1943-09-30,35.15968979478,34.21999857663,32.25934554849,31.177430794619998
1944-09-30,36.19081042875,35.29175450652,33.60031031385,32.54887203192
1945-09-30,36.917166343320005,36.05366630502,34.51968388404,33.48856325007001
1946-09-30,38.03971639311,37.19653400277001,35.75398099761001,34.74825742359
1947-09-30,39.157187030909995,38.32924287654,36.98319869919,35.99779277313
1948-09-30,40.19846648886,39.390839982450004,38.11082816097,37.16097811884
1949-09-30,41.55466949019,40.762281219749994,39.52798410617999,38.603531124
1950-09-30,42.36737540859,41.569907726160004,40.391484144479996,39.50258704623
1951-09-30,39.90386059344,38.969248787279994,37.36923401043,36.04350748104
1952-09-30,38.06511345305999,36.93748399128,35.17492803075,33.19903676664
1953-09-30,40.228942960800005,39.24353703474,37.633363433910006,35.931760417259994
1954-09-30,41.6003841981,40.66069297994999,39.157187030909995,37.607966373960004
1955-09-30,42.44864600043,41.52419301825,40.08671942508,38.60861053599001
1956-09-30,39.771795881699994,38.62384877196,36.20604866472,34.590795651899995
1957-09-30,41.732448909839995,40.711487099850004,38.56797524007,37.079707527000004
1958-09-30,38.46130758828,37.30320165456,35.16984861876,33.76285149753
1959-09-30,40.945140051390005,39.91401941742,38.00416050918,36.653036919840005
1960-09-30,42.646743068039996,41.65625772999,39.85814588553001,38.5527370041
1961-09-30,44.297551964789996,43.34262251067,41.62578125805,40.36608708453
1962-09-30,44.36866373265,43.40865486654,41.76292538178,40.559104740150005
1963-09-30,43.48484604639,42.550234240230004,41.00609299527,39.86322529752
1964-09-30,44.88676375563,43.982628421410006,42.484201884360004,41.371810658550004
1965-09-30,43.68802252599,42.65182248003,40.91466357945,39.675287053889996
1966-09-30,44.97819317145,44.002946069370005,42.37245482058,41.1940312389
1967-09-30,43.85564312166,42.89563425555,41.361651834570004,40.24926060876
1968-09-30,45.608040258209996,44.68866668802,43.23595485888,42.174357752969996
1969-09-30,40.193387076869996,39.05051937912,37.14066047088,35.571122165969996
1970-09-30,42.26578716878999,41.02641064323,38.903216431409994,37.323519302520005
1971-09-30,43.87088135763,42.74325189585001,40.80799592766,39.370522334490005
1972-09-30,45.44549907452999,44.3940607926,42.60102836013,41.26006359477
1973-09-30,44.53628432832001,43.48992545838,41.81371950167999,40.55402532816
1974-09-30,45.023907879359996,44.01310489335001,42.4130901165,41.23974594681
1975-09-30,45.29311671483,44.27215490484,42.71785483589999,41.55466949019
1976-09-30,46.87281384372,45.892487329649995,44.38898138061,43.26643133082
1977-09-30,49.33632865887,48.40171685271,46.95408443556,45.872169681689996
1978-09-30,46.08550498527,45.14073435513,43.794690177780005,42.79404601575
1979-09-30,47.070910911329996,46.10582263323,44.78517551583,43.7845313538
1980-09-30,44.551522564289996,43.31214603873,40.985775347309996,39.787034117670004
1981-09-30,46.88805207969,45.80105791383,43.75405488185999,42.64166365605
1982-09-30,42.52991659227,41.32101653864999,39.30956939061001,37.9432075653
1983-09-30,36.71906927571,35.28667509453,32.56411026789,30.969174903030005
1984-09-30,39.1622664429,37.73495167371,34.86508389936,33.01109852300999
1985-09-30,42.20991363689999,40.945140051390005,38.34448111251,36.64287809586
1986-09-30,40.57434297611999,39.24861644672999,36.561607504019996,34.94127507921
1987-09-30,43.21055779893,41.976260685359996,39.49750763424,37.93812815331
1988-09-30,45.47089613448,44.2924725528,41.930545977449995,40.427040028410005
1989-09-30,46.83725795979,45.68931085005,43.41881369052,41.96102244939
1990-09-30,48.26457272898,47.15218150317,44.96295493548,43.55087840226
1991-09-30,48.91981687569,47.82774329784,45.73502555796,44.37882255663
1992-09-30,50.128716929309995,49.051881587429996,47.03027561541,45.724866733979994
1993-09-30,46.64931971616001,45.55724613831,43.70326076196,42.27594599277
1994-09-30,48.787752163949996,47.710916822070004,45.9178843896,44.602316684189994
1995-09-30,43.48484604639,42.26578716878999,40.37624590850999,39.08099585106
1996-09-30,45.03914611533,43.748975469870004,41.900069505510004,40.467675324329996
1997-09-30,42.921031315499995,41.47339889835,38.5019428842,36.89684869536
1998-09-30,39.44163410235001,37.93304874132001,35.24096038662,33.38697501027
1999-09-30,42.17943716496,40.83339298761,38.40543405639,36.70383103974
