TIME,Min,Max,Stdev,Mean,Median
1898-10-01,-22.85,443.55,47.08144709136723,66.13922981750721,56.58
1899-10-01,-13.0225,444.6366666666667,49.231279659853605,67.08811862047632,55.9675
1900-10-01,-15.723333333333334,444.08166666666665,53.142894189623355,71.7942206670792,61.36249999999999
1901-10-01,-15.981666666666667,443.6291666666666,54.59714791043675,70.00786047530664,58.90416666666666
1902-10-01,-32.4825,443.7008333333334,55.47136137576205,67.96118452933307,57.19083333333333
1903-10-01,-46.42166666666666,444.2258333333333,56.34387571287834,67.46978386947121,56.42083333333334
1904-10-01,-59.96333333333333,444.6575,57.75357780023806,66.98871301165063,55.750833333333325
1905-10-01,-71.64583333333333,445.355,58.896788044784074,68.41293535416017,56.91333333333333
1906-10-01,-70.61083333333333,447.8891666666666,60.33742343055901,73.72052853386933,60.755
1907-10-01,-69.38083333333334,453.0633333333333,61.38334879433637,75.9578577688422,62.696666666666665
1908-10-01,-79.14083333333332,458.5224999999999,62.20386870989683,73.84694208165811,60.135
1909-10-01,-89.83666666666666,463.1125,62.14896875767999,70.62387307969902,57.49166666666667
1910-10-01,-93.37833333333332,466.7608333333333,63.132067804683636,72.29252371378466,59.125
1911-10-01,-95.81333333333332,469.7816666666666,63.66321477525818,71.31550404680878,57.83499999999999
1912-10-01,-105.31166666666668,471.7616666666666,63.70229291709329,66.3833390040208,53.32999999999999
1913-10-01,-115.09333333333332,472.8416666666666,64.42482259966917,65.497148546242,52.620000000000005
1914-10-01,-110.27499999999998,474.4841666666667,65.2342485401409,69.48877874007619,55.79833333333334
1915-10-01,-107.02166666666666,477.5583333333333,66.19369384236181,72.85351208887528,58.81083333333334
1916-10-01,-111.96083333333333,480.6808333333333,66.05956128646922,70.15459235488193,56.715
1917-10-01,-116.47333333333334,482.5641666666667,66.08781643230233,67.56039475719143,54.08833333333334
1918-10-01,-122.02333333333333,483.0841666666667,65.72381737366298,64.97086916176944,52.2575
1919-10-01,-126.56583333333332,482.5333333333333,65.77790535887078,62.08989844313849,49.907500000000006
1920-10-01,-132.37583333333336,481.49166666666673,66.38655319853818,61.54166576451193,49.75583333333333
1921-10-01,-135.14333333333337,480.51416666666665,67.1107357099063,61.22571708423551,49.72833333333333
1922-10-01,-135.94416666666666,479.7391666666667,67.31430550883235,59.91143919476254,49.08166666666667
1923-10-01,-139.1916666666667,479.6775,67.7953114869026,56.42054580369116,44.73416666666666
1924-10-01,-141.7533333333333,479.3808333333334,68.07840163908213,52.727071218682354,41.89333333333334
1925-10-01,-144.9991666666667,478.7408333333333,68.80160418468297,50.78069259717493,40.56916666666667
1926-10-01,-145.98833333333334,477.7558333333332,69.17303021146762,48.97831490359828,39.46833333333333
1927-10-01,-145.79166666666666,476.50416666666666,69.19746449375288,47.22660506237747,38.805
1928-10-01,-147.97583333333336,474.5291666666667,70.09187181109999,43.04544360243339,35.41416666666667
1929-10-01,-150.99499999999998,472.8533333333333,70.70584039149306,39.483671125889316,31.69583333333333
1930-10-01,-155.015,471.4308333333333,71.5152329329074,34.837397412104366,27.87333333333333
1931-10-01,-158.10999999999996,469.8833333333334,72.23451413402408,31.459763119909336,24.922500000000003
1932-10-01,-160.96416666666667,468.16,73.00041023324721,29.584390529951545,24.36583333333333
1933-10-01,-163.6325,466.44,73.60704396454052,26.382624110733087,21.6575
1934-10-01,-168.67,464.7925,74.16667443255827,23.69924927827605,19.39666666666667
1935-10-01,-173.18416666666667,463.3925000000001,75.08838658862066,26.12404113826163,21.55083333333333
1936-10-01,-177.25583333333336,462.1541666666666,75.41663906751806,28.186770156717174,23.551666666666662
1937-10-01,-180.70583333333332,462.0,75.65345647890541,32.90862318280239,27.09166666666667
1938-10-01,-184.32333333333332,462.9283333333333,75.12646681674705,32.452620759872104,26.85833333333333
1939-10-01,-187.975,463.5841666666667,75.44285200008323,30.9570920971234,26.39
1940-10-01,-188.92916666666667,464.8475000000001,75.95104671199823,35.834874213836514,31.68166666666666
1941-10-01,-186.91583333333332,468.0591666666666,76.62069517830398,43.647185147953536,38.598333333333336
1942-10-01,-187.63,472.3941666666667,76.32945429131254,42.60157825549015,37.545
1943-10-01,-188.8366666666667,476.7083333333333,76.50486359230966,41.034446721311525,36.60083333333333
1944-10-01,-191.06166666666664,479.7025,76.58116634975413,38.898252397154536,35.06083333333333
1945-10-01,-192.81416666666664,481.4025,76.90845032740732,37.25851067120313,33.395833333333336
1946-10-01,-195.9325,481.4958333333334,76.87583251321716,34.099440148468815,31.458333333333343
1947-10-01,-200.24416666666664,480.46083333333337,77.50789657985146,30.57802144550985,28.97583333333333
1948-10-01,-204.44833333333332,478.6841666666666,78.12869577716401,26.57606750695946,25.57833333333333
1949-10-01,-209.8558333333333,476.38916666666665,78.90083472735219,22.99991493968435,22.9875
1950-10-01,-215.01166666666663,473.8758333333332,79.8411238085602,26.818060495927405,26.57666666666667
1951-10-01,-218.8125,471.9966666666667,80.03497208185622,28.983649474172616,27.965
1952-10-01,-221.93500000000003,471.2716666666667,79.84927020840314,28.349815960408282,26.90166666666666
1953-10-01,-225.6358333333333,470.6025,80.17043989293798,24.995628930817595,24.743333333333336
1954-10-01,-229.28583333333333,469.3816666666667,80.8119747990317,22.484140761934185,23.591666666666665
1955-10-01,-232.0583333333333,467.71,81.11370787541385,26.743451644499398,27.35666666666667
1956-10-01,-234.0633333333334,466.655,80.95962541738618,25.753551397051304,25.63499999999999
1957-10-01,-235.7108333333333,465.9724999999999,80.83469827659847,27.57025762965249,28.1
