TIME,Min,Max,Stdev,Mean,Median
1898-10-01,-69.44,235.43,39.87947581215369,55.71091865140753,51.87
1899-10-01,-60.95,236.8925,41.4685976164258,54.27563125064437,50.4575
1900-10-01,-65.98,275.84,47.40070433035082,55.94709957212094,53.29083333333335
1901-10-01,-74.2825,316.04833333333335,50.280053275830646,53.97012887926603,51.42583333333332
1902-10-01,-82.75416666666666,324.24583333333334,52.01269551454277,51.68560599030806,49.59666666666666
1903-10-01,-89.02,331.4391666666667,53.57035723486637,50.63208977729667,48.65583333333333
1904-10-01,-94.93,343.1258333333333,55.71372159243054,49.680741700175226,47.830000000000005
1905-10-01,-103.56916666666666,342.42833333333334,57.69900585159706,50.065947133725196,48.18
1906-10-01,-109.42666666666666,348.89333333333326,59.13908408217203,54.975696979069845,51.55916666666666
1907-10-01,-112.78916666666665,352.185,60.113155005146865,57.67887681719755,53.09833333333333
1908-10-01,-122.28833333333333,352.31749999999994,61.465980153487244,55.814900505206836,51.91416666666667
1909-10-01,-130.9675,345.47583333333324,61.86732569098177,52.83063576141869,49.94166666666666
1910-10-01,-135.40833333333333,350.58,63.06115490869142,53.545684993298345,50.71833333333333
1911-10-01,-143.0125,348.8583333333333,63.99269341092987,52.75727252809568,49.4875
1912-10-01,-154.44083333333336,338.30999999999995,64.82072457150528,47.739497628621585,45.9125
1913-10-01,-162.16916666666663,343.62416666666667,66.21442428701428,45.90230461903284,44.43666666666667
1914-10-01,-164.585,352.83666666666664,67.07193342402859,49.36495347458497,46.40333333333333
1915-10-01,-167.69583333333333,353.8066666666667,67.97214563959218,52.43444762346626,48.50749999999999
1916-10-01,-172.57333333333335,351.6583333333333,68.2224503362015,50.395294618001884,47.16916666666666
1917-10-01,-178.60583333333332,348.98749999999995,68.66730328472313,47.770534075677965,45.4775
1918-10-01,-184.63083333333336,338.2091666666667,68.88960030839532,45.13203835446955,44.01416666666666
1919-10-01,-192.61250000000004,336.84833333333336,69.59223760722662,41.60661782142496,40.950833333333335
1920-10-01,-199.3,344.29833333333335,70.7484457172321,40.23532889988667,40.399166666666666
1921-10-01,-204.83166666666665,348.7816666666667,71.95030087126985,39.523279590679486,40.24
1922-10-01,-211.7833333333334,346.20000000000005,72.70980828142967,37.98695677389412,39.255
1923-10-01,-220.02166666666668,341.245,73.56757547276057,34.37592844623157,35.25416666666666
1924-10-01,-229.14333333333332,335.9041666666667,74.65600506430167,30.16856248066821,31.183333333333337
1925-10-01,-235.6075,337.9816666666666,75.92171307779844,27.757263506546977,29.674166666666665
1926-10-01,-243.50250000000003,336.29833333333335,77.0266698301287,25.51504665429436,28.16583333333333
1927-10-01,-250.76416666666668,326.45750000000004,77.66520795611622,23.281240462934285,26.84333333333333
1928-10-01,-261.6308333333333,327.8308333333334,79.0490060447431,18.462413650891804,22.3675
1929-10-01,-271.285,323.1058333333333,80.23805253117418,14.40814787606962,18.883333333333336
1930-10-01,-281.665,325.9216666666667,81.47518900645932,9.143624084957171,14.465000000000003
1931-10-01,-291.8391666666667,312.2808333333333,82.71386757616482,4.744717367769843,11.325833333333334
1932-10-01,-301.6875,310.53000000000003,84.35434008582801,2.0332008454480013,10.300833333333337
1933-10-01,-310.1366666666666,304.9458333333334,85.60297688191879,-1.6554205330446439,7.401666666666667
1934-10-01,-317.2241666666667,316.2266666666667,86.54480169573318,-5.0221457108980365,5.15
1935-10-01,-322.9683333333333,338.6691666666666,88.06916329537691,-3.992011289823686,6.346666666666667
1936-10-01,-328.695,344.97,89.31570602437307,-2.4309471337251427,8.406666666666668
1937-10-01,-333.49916666666667,347.06916666666666,90.19604705678633,1.4386042375502575,12.65
1938-10-01,-338.57750000000004,345.5216666666667,90.09333252101067,1.849605887204897,13.401666666666666
1939-10-01,-344.32916666666665,339.59083333333336,90.70370591585804,0.21538934426236248,12.6025
1940-10-01,-345.6558333333333,348.5466666666667,91.42999050057124,4.332847587380098,17.047500000000003
1941-10-01,-342.5275,351.125,92.03736805428227,11.69528508093614,23.223333333333333
1942-10-01,-344.11833333333334,349.96666666666664,91.753424799971,11.96280815032473,23.411666666666665
1943-10-01,-346.7941666666666,351.77833333333336,91.95936462778965,10.877569594803548,22.6175
1944-10-01,-350.9675,350.8041666666668,92.16169450858386,9.285273224043719,21.954166666666666
1945-10-01,-354.46166666666664,350.04,92.6465738170742,7.7892420610372595,21.045
1946-10-01,-360.24083333333334,336.00416666666666,93.0795288849154,4.424269125683059,18.229166666666668
1947-10-01,-367.4924999999999,325.7741666666667,94.19555322664951,0.4621348850396332,15.399166666666664
1948-10-01,-374.2191666666666,316.7783333333333,95.2258853955871,-3.975007088359631,11.874999999999998
1949-10-01,-382.4,322.1933333333334,96.5328546610858,-8.656654809774196,8.655
1950-10-01,-389.4216666666667,338.1025,98.4948417559968,-6.94816991442415,10.815833333333336
1951-10-01,-394.15,345.24,99.287237236957,-5.216873646767719,12.470833333333331
1952-10-01,-398.13999999999993,344.8008333333334,99.27828294221631,-5.121852252809573,13.11916666666667
1953-10-01,-403.3991666666668,338.5450000000001,99.76583973759999,-8.242158341066066,10.779166666666669
1954-10-01,-407.8350000000001,332.3983333333333,100.67277960193667,-11.016333384884957,8.938333333333334
1955-10-01,-410.49,340.87333333333333,101.88361650488204,-8.883054051964082,11.150833333333331
1956-10-01,-412.2025,342.8025,101.876368983639,-8.964201464068474,11.133333333333333
1957-10-01,-413.8591666666666,343.6575,102.07196019019621,-7.909481389834006,12.577500000000002
1958-10-01,-417.0558333333333,341.61833333333334,101.83513397537321,-8.488276239818532,11.27
