TIME,Min,Max,Stdev,Mean,Median
1898-10-01,-69.44,235.43,39.87947581215369,55.71091865140753,51.87
1899-10-01,-60.95,236.8925,41.46500560740042,54.27187338900919,50.4575
1900-10-01,-65.99249999999999,275.84,47.27020570702923,55.83668599855648,53.14416666666667
1901-10-01,-74.35083333333331,316.04833333333335,50.090680668108256,53.78179477265702,51.26
1902-10-01,-82.98833333333333,324.24583333333334,51.83935563152845,51.48703126610978,49.46833333333333
1903-10-01,-89.315,331.4391666666667,53.39617345601603,50.41873659655644,48.57916666666667
1904-10-01,-95.29,343.1258333333333,55.52282804614169,49.44397064130318,47.675
1905-10-01,-103.57083333333333,342.42833333333334,57.429395881779236,49.757857768842186,48.10083333333333
1906-10-01,-109.43166666666666,348.89333333333326,58.78770690914931,54.56152103309615,51.34583333333333
1907-10-01,-112.79499999999996,352.185,59.772098229593134,57.20787877616246,52.80833333333333
1908-10-01,-122.29333333333334,352.31749999999994,61.10935402316905,55.29800108258589,51.68166666666667
1909-10-01,-130.9766666666667,345.47583333333324,61.52331738603987,52.30114973193115,49.62583333333334
1910-10-01,-135.42166666666665,350.58,62.72375542836643,52.98899177750286,50.35833333333333
1911-10-01,-143.03166666666667,348.8583333333333,63.67505801315876,52.18159732962155,49.1675
1912-10-01,-154.4675,338.30999999999995,64.50841251297291,47.15638377667807,45.525
1913-10-01,-162.20166666666665,343.62416666666667,65.90658352574,45.2995217290442,43.96083333333333
1914-10-01,-164.6475,352.83666666666664,66.74169017089496,48.71777889473142,45.92416666666666
1915-10-01,-167.77083333333334,353.8066666666667,67.58963917197542,51.68952817300735,48.12083333333334
1916-10-01,-172.66333333333333,351.6583333333333,67.82457378094949,49.59857214661301,46.6375
1917-10-01,-178.7116666666667,348.98749999999995,68.27998967111975,46.96309619548417,45.02166666666667
1918-10-01,-184.7516666666667,338.2091666666667,68.51786773316171,44.31493104959288,43.564166666666665
1919-10-01,-192.75000000000003,336.84833333333336,69.24202003059675,40.78203410145373,40.47583333333333
1920-10-01,-199.45750000000007,344.29833333333335,70.40386497221293,39.39404732446642,39.905
1921-10-01,-205.0066666666667,348.7816666666667,71.60655886322382,38.66306552221877,39.640833333333326
1922-10-01,-211.98,346.20000000000005,72.36590946911248,37.10772824517977,38.40083333333333
1923-10-01,-220.24250000000004,341.245,73.22775016462188,33.4863475616042,34.65916666666667
1924-10-01,-229.38666666666668,335.9041666666667,74.33579553897873,29.268258583359014,30.609166666666663
1925-10-01,-235.8758333333333,337.9816666666666,75.61725776358207,26.84569929889668,28.86083333333333
1926-10-01,-243.7925,336.2975,76.74233780625538,24.596933575626494,27.53916666666667
1927-10-01,-251.08,326.45666666666665,77.39650542986587,22.3537545107743,26.1425
1928-10-01,-261.9733333333333,327.8308333333334,78.79591340970892,17.525056964635493,21.668333333333337
1929-10-01,-271.65083333333337,323.105,79.99951252963935,13.458852716774928,18.12666666666667
1930-10-01,-282.0575,325.9216666666667,81.25634330796285,8.181524512836347,13.898333333333332
1931-10-01,-292.2575,312.27916666666664,82.51640619688385,3.76534810289719,10.734166666666669
1932-10-01,-302.13333333333327,310.5258333333334,84.17607111993962,1.0497659552530647,9.770833333333334
1933-10-01,-310.6075,304.9441666666667,85.44355528496304,-2.6458020156717765,6.7391666666666685
1934-10-01,-317.72,316.225,86.39353976207921,-6.024019228786464,4.5858333333333325
1935-10-01,-323.4916666666668,338.6666666666667,87.88747385170369,-5.0428214248891505,5.699166666666666
1936-10-01,-329.24500000000006,344.9683333333333,89.10875445539769,-3.5409703319929853,7.855833333333333
1937-10-01,-334.07583333333326,347.06666666666666,89.926098247168,0.23172053819983757,11.853333333333332
1938-10-01,-339.18333333333334,345.5208333333333,89.81244453152932,0.5807110269099951,12.507500000000002
1939-10-01,-344.96250000000003,339.58916666666664,90.44098725998788,-1.0847124703577875,11.709166666666668
1940-10-01,-346.31666666666666,348.5458333333333,91.15650048672765,2.9609794824208624,16.22833333333333
1941-10-01,-343.2175,351.1225,91.68997281891534,10.210857820393919,22.16583333333333
1942-10-01,-344.83666666666664,349.9641666666666,91.36255335267938,10.40067197649245,22.1625
1943-10-01,-347.5408333333334,351.7775,91.62080220781152,9.315637050211391,21.50916666666667
1944-10-01,-351.74499999999995,350.8016666666667,91.86824540501084,7.715738091555833,20.72
1945-10-01,-355.2683333333334,350.03583333333336,92.384821113141,6.21375889266939,19.77833333333333
1946-10-01,-361.07666666666665,336.0016666666667,92.84783917056473,2.8437742293019777,16.912499999999998
1947-10-01,-368.3525,325.7683333333333,93.98748828118805,-1.121774023095159,14.219166666666666
1948-10-01,-375.1083333333333,316.7725,95.04874523302654,-5.560714635529439,11.060833333333331
1949-10-01,-383.31166666666667,322.1875,96.38070840079126,-10.250807944117968,7.329166666666667
1950-10-01,-390.3433333333333,338.0983333333333,98.30631266646604,-8.61188743684918,9.5675
1951-10-01,-395.0791666666667,345.23583333333335,99.08590725137138,-6.951994664398399,11.613333333333332
1952-10-01,-399.0708333333334,344.7933333333333,99.1032874975568,-6.877618440045298,11.8225
1953-10-01,-404.2791666666667,338.54,99.62180055608376,-10.001903160119607,9.423333333333334
1954-10-01,-408.6175,332.3916666666667,100.55907383462723,-12.783537478090524,7.524166666666667
1955-10-01,-411.2408333333333,340.86500000000007,101.74685001389928,-10.71398997319313,9.626666666666669
1956-10-01,-412.8633333333334,342.79833333333335,101.73853005569009,-10.840886689349388,9.6475
1957-10-01,-414.5166666666667,343.65333333333336,101.94906908070229,-9.816929064852026,11.024166666666666
